NCM;CAPITULO;Descrição;Início da Vigência;Fim da Vigência;uTrib
29037990;29;OUTS.DER.HALOG.D/HID.ACÍC.C/2 HALOGÊNIOS DIF.;01/01/2016;;KG
29038110;29;LINDANO (1,2,3,4,5,6-HEXACLOROCICLOEXANO);01/01/2016;;KG
29038190;29;OUTROS 1,2,3,4,5,6,-HEXACLOROCICLOEXANO;01/01/2016;;KG
29038210;29;ALDRIN;01/01/2016;;KG
29038220;29;CLORDANO;01/01/2016;;KG
29038230;29;HEPTACLORO;01/01/2016;;KG
29038300;29;;01/01/2017;;KG
29038900;29;;01/01/2017;;KG
29038910;29;MIREX (DODECACLORO);01/01/2016;31/03/2017;KG
29038990;29;OUTS.DERIV.HAL.D/HID.CICL.,CICLEN.OU CICLOTERPÊNICOS;01/01/2016;31/03/2017;KG
29039110;29;CLOROBENZENO;01/01/2016;;KG
29039120;29;O-DICLOROBENZENO;01/01/2016;;KG
29039130;29;P-DICLOROBENZENO;01/01/2016;;KG
29039210;29;HEXACLOROBENZENO;01/01/2016;;KG
29039220;29;DDT 1,1,1-TRICLORO-2,2-BIS(P-CLOROF.)ETANO;01/01/2016;;KG
29039300;29;;01/01/2017;;KG
29039400;29;;01/01/2017;;KG
29039911;29;CLORETO DE BENZILA;01/01/2016;;KG
29039912;29;P-CLOROTOLUENO;01/01/2016;;KG
29039913;29;CLORETO DE NEOFILA;01/01/2016;;KG
29039914;29;TRICLOROBENZENOS;01/01/2016;;KG
29039915;29;CLORONAFTALENOS;01/01/2016;;KG
29039916;29;CLORETO DE BENZILIDENO;01/01/2016;;KG
29039917;29;CLORETOS DE XILILA;01/01/2016;;KG
29039918;29;BEFENILAS POLICLORADAS(PCB),TERFENILAS POLICLORS.(PCT);01/01/2016;;KG
29039919;29;OUTS.DERIV.HALOGEN.,UNICAMENTE COM CLORO;01/01/2016;;KG
29039921;29;BROMOBENZENO;01/01/2016;;KG
29039922;29;BROMETOS DE XILILA;01/01/2016;;KG
29039923;29;BROMODIFENILMETANO;01/01/2016;;KG
29039924;29;BIFENILAS POLIBROMADAS (PBB);01/01/2016;;KG
29039929;29;OUTS.DERIV.HALOGEN.,UNICAMENTE COM BROMO;01/01/2016;;KG
29039931;29;4-CLORO-ALFA,ALFA,ALFA-TRIFLUORTOLUENO;01/01/2016;;KG
29039939;29;OUTS.DERIV.HALOGEN.,UNIC.COM CLORO E FLÚOR;01/01/2016;;KG
29039990;29;OUTS.DER.HALOG.D/HIDROCARB. AROMÁTICOS;01/01/2016;;KG
29041011;29;ÁCIDO METANOSSULFÔNICO;01/01/2016;;KG
29041012;29;METANOSSULFONATO DE CHUMBO;01/01/2016;;KG
29041013;29;METANOSSULFONATO DE ESTANHO;01/01/2016;;KG
29041019;29;OUTROS SAIS DO ÁCIDO METANOSSULFÔNICO;01/01/2016;;KG
29041020;29;ÁCIDO DODECILBENZENOSSULFÔNICO E SEUS SAIS;01/01/2016;;KG
29041030;29;ÁC.TOLUENOSS.ÁC.XILENOSS.,SAIS DESTES ÁCIDOS;01/01/2016;;KG
29041040;29;ÁCIDO ETANOSSULFÔNICO, ÁCIDO ETILENOSSULF.;01/01/2016;;KG
29041051;29;NAFTALENOSSULFONATOS DE SÓDIO;01/01/2016;;KG
29041052;29;ÁCIDO BETA-NAFTALENOSSULFÔNICO;01/01/2016;;KG
29041053;29;ÁCIDOS ALQUIL. /DIALQUILNAFTALENOSSULFÕNICOS;01/01/2016;;KG
29041059;29;ÁCIDOS NAFTALENOSSULF. SEUS SAIS E ÉSTERES;01/01/2016;;KG
29041060;29;ÁCIDO BENZENOSSULFÔNICO E SEUS SAIS;01/01/2016;;KG
29041090;29;OUTS.DERS.SULFONS.D/HIDROCARBONETOS,SAIS;01/01/2016;;KG
29042010;29;MONONITROTOLUENOS (MNT);01/01/2016;;KG
29042020;29;NITROPROPANOS;01/01/2016;;KG
29042030;29;DINITROTOLUENOS;01/01/2016;;KG
29042041;29;2,4,6-TRINITROTOLUENO (TNT);01/01/2016;;KG
29042049;29;OUTROS TRINITROTOLUENOS;01/01/2016;;KG
29042051;29;NITROBENZENO;01/01/2016;;KG
29042052;29;1,3,5-TRINITROBENZENO;01/01/2016;;KG
29042059;29;OUTROS DERIVADOS NITRADOS DO BENZENO;01/01/2016;;KG
29042060;29;DERIVADOS NITRADOS DO XILENO;01/01/2016;;KG
29042070;29;MONONITROETANO E NITROMETANOS;01/01/2016;;KG
29042090;29;OUTS.DERS.NITRS./NITROSADOS HIDROCARBS.;01/01/2016;;KG
29043100;29;;01/01/2017;;KG
29043200;29;;01/01/2017;;KG
29043300;29;;01/01/2017;;KG
29043400;29;;01/01/2017;;KG
29043500;29;;01/01/2017;;KG
29043600;29;;01/01/2017;;KG
29049011;29;1-CLORO-4-NITROBENZENO;01/01/2016;31/03/2017;KG
29049012;29;1-CLORO-2,4-DINITROBENZENO;01/01/2016;31/03/2017;KG
29049013;29;2-CLORO-1,3-DINITROBENZENO;01/01/2016;31/03/2017;KG
29049014;29;4-CLORO-ALFA,ALFA-TRIFLUOR-3,5 DINITROTOLUENO;01/01/2016;31/03/2017;KG
29049015;29;0-NITROCLOROBENZENO,M-NITROCLOROBENZENO;01/01/2016;31/03/2017;KG
29049016;29;1,2-DICLORO-4-NITROBENZENO;01/01/2016;31/03/2017;KG
29049017;29;TRICLORONITROMETANO (CLOROPICRINA);01/01/2016;31/03/2017;KG
29049019;29;OUTS.DERS.NITROALOGEN.D/HIDROCARBONETOS;01/01/2016;31/03/2017;KG
29049021;29;ÁCIDOS DINITROESTILBENODISSULFÔNICOS;01/01/2016;31/03/2017;KG
29049029;29;OUTROS DERIVADOS NITROSSULFONADOS;01/01/2016;31/03/2017;KG
29049030;29;CLORETO DE P-TOLUENOSSULFONILA;01/01/2016;31/03/2017;KG
29049040;29;CLORETO DE O-TOLUENOSSULFONILA;01/01/2016;31/03/2017;KG
29049090;29;OUTS.DERS.SULFON.NITRS.ETC, DO HIDROCARB.;01/01/2016;31/03/2017;KG
29049100;29;;01/01/2017;;KG
29049911;29;;01/01/2017;;KG
29049912;29;;01/01/2017;;KG
29049913;29;;01/01/2017;;KG
29049914;29;;01/01/2017;;KG
29049915;29;;01/01/2017;;KG
29049916;29;;01/01/2017;;KG
29049919;29;;01/01/2017;;KG
29049921;29;;01/01/2017;;KG
29049929;29;;01/01/2017;;KG
29049930;29;;01/01/2017;;KG
29049940;29;;01/01/2017;;KG
29049990;29;;01/01/2017;;KG
29051100;29;METANOL (ÁLCOOL METÍLICO);01/01/2016;;KG
29051210;29;ÁLCOOL PROPÍLICO;01/01/2016;;KG
29051220;29;ÁLCOOL ISOPROPÍLICO;01/01/2016;;KG
29051300;29;BUTAN-1-OL (ÁLCOOL N-BUTÍLICO);01/01/2016;;KG
29051410;29;ÁLCOOL ISOBUTÍLICO;01/01/2016;;KG
29051420;29;ÁLCOOL SEC-BUTÍLICO;01/01/2016;;KG
29051430;29;ÁLCOOL TER-BUTÍLICO;01/01/2016;;KG
29051600;29;OCTANOL (ÁLCOOL OCTÍLICO) E SEUS ISÔMEROS;01/01/2016;;KG
29051710;29;ÁLCOOL LÁURICO;01/01/2016;;KG
29051720;29;ÁLCOOL CETÍLICO;01/01/2016;;KG
29051730;29;ÁLCOOL ESTEÁRICO;01/01/2016;;KG
29051911;29;N-DECANOL;01/01/2016;;KG
29051912;29;ISODECANOL;01/01/2016;;KG
29051919;29;OUTROS DECANÓIS;01/01/2016;;KG
29051921;29;ETILATO DE MAGNÉSIO;01/01/2016;;KG
29051922;29;METILATO DE SÓDIO;01/01/2016;;KG
29051923;29;ETILATO DE SÓDIO;01/01/2016;;KG
29051929;29;OUTROS ALCOOLATOS METÁLICOS;01/01/2016;;KG
29051991;29;4-METILPENTAN-2-OL;01/01/2016;;KG
29051992;29;ISONONANOL;01/01/2016;;KG
29051993;29;ISOTRIDECANOL;01/01/2016;;KG
29051994;29;TETRAIDROLINALOL (3,7-DIMETILOCTAN-3-OL);01/01/2016;;KG
29051995;29;3,3-DIMETILBUTAN-2-OL (ÁLCOOL PINACOLÍLICO);01/01/2016;;KG
29051996;29;PENTANOL (ÁLCOOL AMÍLICO) E SEUS ISÔMEROS;01/01/2016;;KG
29051999;29;OUTROS MONOALCOÓIS SATURADOS;01/01/2016;;KG
29052210;29;LINALOL;01/01/2016;;KG
29052220;29;GERANIOL;01/01/2016;;KG
29052230;29;DIIDROMIRCENOL (2,6-DIMETIL-7-OCTEN-2-OL);01/01/2016;;KG
29052290;29;OUTROS ALCOÓIS TERPÊNICOS ACÍCLICOS;01/01/2016;;KG
29052910;29;ÁLCOOL ALÍLICO;01/01/2016;;KG
29052990;29;OUTROS MONOALCOÓIS NÃO SATURADOS;01/01/2016;;KG
29053100;29;ETILENOGLICOL (ETANODIOL);01/01/2016;;KG
29053200;29;PROPILENOGLICOL (PROPANO-1,2-DIOL);01/01/2016;;KG
29053910;29;2-METIL-2,4-PENTANODIOL (HEXILENOGLICOL);01/01/2016;;KG
29053920;29;TRIMETILENOGLICOL (1,3-PROPANODIOL);01/01/2016;;KG
29053930;29;1,3-BUTILENOGLICOL (1,3-BUTANODIOL);01/01/2016;;KG
29053990;29;OUTROS ALCOÓIS DIÓIS, NÃO SATURADOS;01/01/2016;;KG
29054100;29;2-ETIL-2-(HIDROXIMETIL)PROP.1,3-DIOL(TRIMETILOLPR.);01/01/2016;;KG
29054200;29;PENTAERITRITOL (PENTAERITRITA);01/01/2016;;KG
29054300;29;MANITOL;01/01/2016;;KG
29054400;29;D-GLUCITOL (SORBITOL);01/01/2016;;KG
29054500;29;GLICEROL;01/01/2016;;KG
29054900;29;OUTROS POLIALCOÓIS,NÃO SATURADOS;01/01/2016;;KG
29055100;29;ETCLORVINOL (DCI);01/01/2016;;KG
29055910;29;HIDRATO DE CLORAL;01/01/2016;;KG
29055990;29;OUT.DERIV.HALOG.SULF.NITR.D/ÁLCOOIS ACÍCLICOS;01/01/2016;;KG
29061100;29;MENTOL;01/01/2016;;KG
29061200;29;CICLOEXANOL, METILCICLOEXANÓIS E DIMETILCICL.;01/01/2016;;KG
29061300;29;ESTERÓIS E INOSITÓIS;01/01/2016;;KG
29061910;29;DERIVADOS DO MENTOL;01/01/2016;;KG
29061920;29;BORNEOL E ISOBORNEOL;01/01/2016;;KG
29061930;29;TERPINA E SEU HIDRATO;01/01/2016;;KG
29061940;29;ÁLCOOL FENCHÍLICO (1,3,3-TRIMETIL-2-NORBORN.);01/01/2016;;KG
29061950;29;TERPINEÓIS;01/01/2016;;KG
29061990;29;OUTS.ALC.CICLAN.CICLEN.E CICLOTERPÊNICOS;01/01/2016;;KG
29062100;29;ÁLCOOL BENZÍLICO;01/01/2016;;KG
29062910;29;2-FENILETANOL;01/01/2016;;KG
29062920;29;DICOFOL;01/01/2016;;KG
29062990;29;OUTROS ÁLCOOIS AROMÁTICOS;01/01/2016;;KG
29071100;29;FENOL (HIDROXIBENZENO) E SEUS SAIS;01/01/2016;;KG
29071200;29;CRESÓIS E SEUS SAIS;01/01/2016;;KG
29071300;29;OCTIFENOL,NONIFENOL,SEUS ISÔMEROS E SAIS;01/01/2016;;KG
29071510;29;BETA-NAFTOL E SEUS SAIS;01/01/2016;;KG
29071590;29;OUTROS NAFTÓIS E SEUS SAIS;01/01/2016;;KG
29071910;29;2,6-DI-TER-BUTIL-P-CRESOL E SEUS SAIS;01/01/2016;;KG
29071920;29;O-FENILFENOL E SEUS SAIS;01/01/2016;;KG
29071930;29;P-TER-BUTILFENOL E SEUS SAIS;01/01/2016;;KG
29071940;29;XILENÓIS E SEUS SAIS;01/01/2016;;KG
29071990;29;OUTROS MONOFENÓIS;01/01/2016;;KG
29072100;29;RESORCINOL E SEUS SAIS;01/01/2016;;KG
29072200;29;HIDROQUINONA E SEUS SAIS;01/01/2016;;KG
29072300;29;4-4'-ISOPROPILIDENODIFENOL E SEUS SAIS;01/01/2016;;KG
29072900;29;OUTROS POLIFENÓIS;01/01/2016;;KG
29081100;29;PENTACLOROFENOL E SEUS SAIS;01/01/2016;;KG
29081911;29;4-CLORO-M-CRESOL E SEUS SAIS;01/01/2016;;KG
29081912;29;DICLOROFENÓIS E SEUS SAIS;01/01/2016;;KG
29081913;29;P-CLOROFENOL;01/01/2016;;KG
29081914;29;TRICLOROFENÓIS E SEUS SAIS;01/01/2016;;KG
29081915;29;TETRACLOROFENÓIS E SEUS SAIS;01/01/2016;;KG
29081919;29;OUTROS DERIV.HALOG. E SEUS SAIS COM CLORO;01/01/2016;;KG
29081921;29;2,4,6-TRIBROMOFENOL;01/01/2016;;KG
29081929;29;OUTROS DERIV.HALOG. E SEUS SAIS COM BROMO;01/01/2016;;KG
29081990;29;OUTROS DERIVADOS HALOGENADOS E SEUS SAIS;01/01/2016;;KG
29089100;29;DINOSEB E SEUS SAIS;01/01/2016;;KG
29089200;29;4,6-DINITRO-O-CRESOL (DNOC(ISO)) E SEUS SAIS;01/01/2016;;KG
29089912;29;P-NITROFENOL E SEUS SAIS;01/01/2016;;KG
29089913;29;ÁCIDO PÍCRICO;01/01/2016;;KG
29089919;29;OUTROS DERIVADOS NITRADOS E SEUS SAIS;01/01/2016;;KG
29089921;29;DISOFENOL;01/01/2016;;KG
29089929;29;OUTROS DERIVADOS NITROALOGENADOS;01/01/2016;;KG
29089930;29;DERIV. SULFONADOS D/FENOL,S/SAIS E S/ÉSTERES;01/01/2016;;KG
29089990;29;OUTS.DER.HAL.SULF.NITRA,NITR.D/FEN.-ALCOÓIS;01/01/2016;;KG
29091100;29;ÉTER DIETÍLICO (ÓXIDO DE DIETILA);01/01/2016;;KG
29091910;29;ÉTER METIL-TER-BUTÍLICO (MTBE);01/01/2016;;KG
29091990;29;OUTS.ÉTERES ACIC.DERIV.HAL.SULFS.NITRA.,NITRO.;01/01/2016;;KG
29092000;29;ÉTERES CICLAN.CICLEN.CICLOTERP.DERIV.HAL,ETC.;01/01/2016;;KG
29093011;29;ANETOL;01/01/2016;;KG
29093012;29;ÉTER FENÍLICO;01/01/2016;;KG
29093013;29;ÉTER BENZÍLICO;01/01/2016;;KG
29093014;29;ÉTER FENILETIL-ISOAMÍLICO;01/01/2016;;KG
29093019;29;OUTROS ÉTERES AROMÁTICOS;01/01/2016;;KG
29093021;29;OXIFLUORFENO;01/01/2016;;KG
29093029;29;OUTS.DERIV.HALOG.SULFON.NITRADOS OU NITROS.;01/01/2016;;KG
29094100;29;2,2'-OXIDIETANOL (DIETILENOGLICOL);01/01/2016;;KG
29094310;29;ÉTERES MONOBUTÍLICOS DO ETILENOGLICOL;01/01/2016;;KG
29094320;29;ÉTERES MONOBUTÍLICOS DO DIETILENOGLICOL;01/01/2016;;KG
29094411;29;ÉTER ETÍLICO DO ETILENOGLICOL;01/01/2016;;KG
29094412;29;ÉTER ISOBUTÍLICO DO ETILENOGLICOL;01/01/2016;;KG
29094413;29;ÉTER HEXÍLICO DO ETILENOGLICOL;01/01/2016;;KG
29094419;29;OUTS.ÉTERES MONOALQUÍLICOS DO ETILENOGLICOL;01/01/2016;;KG
29094421;29;ÉTER ETÍLICO DO DIETILENOGLICOL;01/01/2016;;KG
29094429;29;OUTS.ÉTERES MONOALQS. DO DIETILENOGLICOL;01/01/2016;;KG
29094910;29;GUAIFENESINA;01/01/2016;;KG
29094921;29;TRIETILENOGLICOL;01/01/2016;;KG
29094922;29;TETRAETILENOGLICOL;01/01/2016;;KG
29094923;29;PENTAETILENOGLICOL E SEUS ÉTERES;01/01/2016;;KG
29094924;29;ÉTER FENÍLICO DO ETILENOGLICOL;01/01/2016;;KG
29094929;29;OUTROS ETILENOGLICÓIS E SEUS ÉTERES;01/01/2016;;KG
29094931;29;DIPROPILENOGLICOL;01/01/2016;;KG
29094932;29;ÉTERES DO MONO-,DI- E TRIPROPILENOGLICOL;01/01/2016;;KG
29094939;29;OUTROS PROPILENOGLICÓIS E SEUS ÉTERES;01/01/2016;;KG
29094941;29;ÉTER ETÍLICO DO BUTILENOGLICOL;01/01/2016;;KG
29094949;29;OUTROS BUTILENOGLICÓIS E SEUS ÉTERES;01/01/2016;;KG
29094950;29;ÁLCOOIS FENOXIBENZÍLICOS;01/01/2016;;KG
29094990;29;ÉTERES-ALCOÓIS DERIV.HAL.SULF.NITRADS.NITRO.;01/01/2016;;KG
29095011;29;TRICLOSAN;01/01/2016;;KG
29095012;29;EUGENOL;01/01/2016;;KG
29095013;29;ISOEUGENOL;01/01/2016;;KG
29095019;29;OUTROS ÉTERES FENÓIS;01/01/2016;;KG
29095090;29;OUTS.ÉTER.-FEN.,ÉTER.-ALC.-FEN.E DERIV.HALOG.;01/01/2016;;KG
29096011;29;HIDROPERÓXIDOS DE DIISOPROPILBENZENO;01/01/2016;;KG
29096012;29;HIDROPERÓXIDOS DE TER-BUTILA;01/01/2016;;KG
29096013;29;HIDROPERÓXIDOS DE P-MENTANO;01/01/2016;;KG
29096019;29;OUTROS HIDROPEROX. DE ALCOÓIS, ÉTERES.DERIV.;01/01/2016;;KG
29096020;29;PERÓXIDOS D/ALCOÓIS,ÉTERES,CETONAS,DERIVS.;01/01/2016;;KG
29101000;29;OXIRANO (ÓXIDO DE ETILENO);01/01/2016;;KG
29102000;29;METILOXIRANO (ÓXIDO DE PROPILENO);01/01/2016;;KG
29103000;29;1-CLORO-2,3-EPOXIPROPANO (EPICLORIDRINA);01/01/2016;;KG
29104000;29;DIELDRIN;01/01/2016;;KG
29105000;29;;01/01/2017;;KG
29109010;29;ÓXIDO DE ESTIRENO;01/01/2016;;KG
29109030;29;ENDRIN;01/01/2016;31/03/2017;KG
29109090;29;OUTS.EPÓXIDOS,EPOXIALC.(ALC.FEN.ETER.)S/DERIV.;01/01/2016;;KG
29110010;29;DIMETILACETAL DO 2-NITROB.;01/01/2016;;KG
29110090;29;OUTS.ACETAIS,SEMI-ACET.OUT.FUNÇÕES OXIG.DER.;01/01/2016;;KG
29121100;29;METANAL (FORMALDEÍDO);01/01/2016;;KG
29121200;29;ETANAL (ACETALDEÍDO);01/01/2016;;KG
29121911;29;GLIOXAL;01/01/2016;;KG
29121912;29;GLUTARALDEÍDO;01/01/2016;;KG
29121919;29;OUTROS DIALDEÍDOS;01/01/2016;;KG
29121921;29;CITRAL;01/01/2016;;KG
29121922;29;CITRONELAL (3,7-DIMETIL-6-OCTENAL);01/01/2016;;KG
29121923;29;BERGAMAL (3,7-DIMETIL-2-METILENO-6-OCTENAL);01/01/2016;;KG
29121929;29;OUTROS MONOALDEÍDOS NÃO SATURADOS;01/01/2016;;KG
29121991;29;HEPTANAL;01/01/2016;;KG
29121999;29;OUTROS ALDEÍDOS ACICL.SEM FUNC.OXIGENADA;01/01/2016;;KG
29122100;29;BENZALDEÍDO (ALDEÍDO BENZÓICO);01/01/2016;;KG
29122910;29;ALDEÍDO ALFA-AMILCINÂMICO;01/01/2016;;KG
29122920;29;ALDEÍDO ALFA-HEXILCINÂMICO;01/01/2016;;KG
29122990;29;OUTS.ALDEÍDOS CÍCLICOS S/FUNÇÃO OXIGENADA;01/01/2016;;KG
29124100;29;VANILINA (ALDEÍDO METILPROTOCATÉQUICO);01/01/2016;;KG
29124200;29;ETILVANILINA (ALDEIDO ETILPROTOCATÉQUICO);01/01/2016;;KG
29124910;29;3-FENOXIBENZALDEÍDO (POAL);01/01/2016;;KG
29124920;29;3-HIDROXIBENZALDEÍDO;01/01/2016;;KG
29124930;29;3,4,5-TRIMETOXIBENZALDEÍDO;01/01/2016;;KG
29124941;29;4-(4-HIDROXI-4-METILPENTIL)-3-CICLOEX.1-CARBOXIALDEÍDO;01/01/2016;;KG
29124949;29;OUTROS ALDEÍDOS-ALCOÓIS;01/01/2016;;KG
29124990;29;OUTS. ALD.ÉTERES,ALD.FENÓIS, ALDS.C/FUNÇ.OXIG.;01/01/2016;;KG
29125000;29;POLÍMEROS CÍCLICOS DOS ALDEÍDOS;01/01/2016;;KG
29126000;29;PARAFORMALDEÍDO;01/01/2016;;KG
29130010;29;TRICLOROACETALDEÍDO;01/01/2016;;KG
29130090;29;OUTS.DERIV.HAL.SULF.NITRADOS NITROS. POS.2912;01/01/2016;;KG
29141100;29;ACETONA SEM OUTRAS FUNÇÕES OXIGENADAS;01/01/2016;;KG
29141200;29;BUTANONA (METILETILCETONA);01/01/2016;;KG
29141300;29;4-METILPENTAN-2-ONA (METILISOBUTILCETONA);01/01/2016;;KG
29141910;29;FORONA;01/01/2016;;KG
29141921;29;ACETILACETONA;01/01/2016;;KG
29141922;29;ACETONILACETONA;01/01/2016;;KG
29141923;29;DIACETILA;01/01/2016;;KG
29141929;29;OUTRAS DICETONAS;01/01/2016;;KG
29141930;29;METILEXILCETONA;01/01/2016;;KG
29141940;29;PSEUDOIONONAS;01/01/2016;;KG
29141950;29;METILISOPROPILCETONA;01/01/2016;;KG
29141990;29;OUTS.CETONAS ACÍCLICAS S/FUNÇÃO OXIGENADAS;01/01/2016;;KG
29142210;29;CICLOEXANONA;01/01/2016;;KG
29142220;29;METILCICLOEXANONAS;01/01/2016;;KG
29142310;29;IONONAS;01/01/2016;;KG
29142320;29;METILIONONAS;01/01/2016;;KG
29142910;29;CARVONA;01/01/2016;;KG
29142920;29;1-MENTONA;01/01/2016;;KG
29142990;29;OUTS.CET.CICLAN.,CICLÊN.,CICLOT. S/FUNÇÃO OXIGEN.;01/01/2016;;KG
29143100;29;FENILACETONA(FENILPROPAN-2-ONA);01/01/2016;;KG
29143910;29;ACETOFENONA;01/01/2016;;KG
29143990;29;OUTS CETONAS AROMÁTICAS SEM FUNÇÕES OXIG.;01/01/2016;;KG
29144010;29;4-HIDROXI-4-METILPENTAN-2-ONA;01/01/2016;;KG
29144091;29;BENZOÍNA;01/01/2016;;KG
29144099;29;OUTRAS CETONAS-ALCOÓIS E CETONAS-ALDEÍDOS;01/01/2016;;KG
29145010;29;NABUMETONA;01/01/2016;;KG
29145020;29;1,8-DIIDROXI-3-METIL-9-ANTRONA,E/S FORM. ENÓLICA;01/01/2016;;KG
29145090;29;OUTS.CETONAS-FENÓIS ,CETONAS C/FUNÇÃO OXIG.;01/01/2016;;KG
29146100;29;ANTRAQUINONA;01/01/2016;;KG
29146200;29;;01/01/2017;;KG
29146910;29;LAPACHOL;01/01/2016;;KG
29146920;29;MENADIONA;01/01/2016;;KG
29146990;29;OUTRAS QUINONAS;01/01/2016;;KG
29147011;29;1-CLORO-5-HEXANONA;01/01/2016;31/03/2017;KG
29147019;29;OUTROS DERIVS.HALOG.DAS CETONAS E QUINONAS;01/01/2016;31/03/2017;KG
29147021;29;BISSULFITO SÓDICO DE MENADIONA;01/01/2016;31/03/2017;KG
29147022;29;ÁCIDO 2-HIDR.-4-METOXIB.-5-SULFON.(SULISOBENZ.);01/01/2016;31/03/2017;KG
29147029;29;OUTS.DERIVS.SULFON.DAS CETONAS E QUINONAS;01/01/2016;31/03/2017;KG
29147090;29;CETONAS,QUINONAS COM OUTS.FUNÇ.OXIGENADAS;01/01/2016;31/03/2017;KG
29147100;29;;01/01/2017;;KG
29147911;29;;01/01/2017;;KG
29147919;29;;01/01/2017;;KG
29147921;29;;01/01/2017;;KG
29147922;29;;01/01/2017;;KG
29147929;29;;01/01/2017;;KG
29147990;29;;01/01/2017;;KG
29151100;29;ÁCIDO FÓRMICO;01/01/2016;;KG
29151210;29;SAL DE SÓDIO, DO ÁCIDO FÓRMICO;01/01/2016;;KG
29151290;29;OUTROS SAIS DO ÁCIDO FÓRMICO;01/01/2016;;KG
29151310;29;ÉSTERES DE GERANILA, DO ÁCIDO FÓRMICO;01/01/2016;;KG
29151390;29;OUTROS ÉSTERES DO ÁCIDO FÓRMICO;01/01/2016;;KG
29152100;29;ÁCIDO ACÉTICO;01/01/2016;;KG
29152400;29;ANIDRIDO ACÉTICO;01/01/2016;;KG
29152910;29;ACETATO DE SÓDIO;01/01/2016;;KG
29152920;29;ACETATOS DE COBALTO;01/01/2016;;KG
29152990;29;OUTROS SAIS DO ÁCIDO ACÉTICO;01/01/2016;;KG
29153100;29;ACETATO DE ETILA;01/01/2016;;KG
29153200;29;ACETATO DE VINILA;01/01/2016;;KG
29153300;29;ACETATO DE N-BUTILA;01/01/2016;;KG
29153600;29;ACETATO DE DINOSEB;01/01/2016;;KG
29153910;29;ACETATO DE LINALILA;01/01/2016;;KG
29153921;29;TRIACETINA;01/01/2016;;KG
29153929;29;OUTROS ACETATOS DE GLICERILA;01/01/2016;;KG
29153931;29;ACETATO DE N-PROPILA;01/01/2016;;KG
29153932;29;ACETATO DE 2-ETOXIETILA;01/01/2016;;KG
29153939;29;OUTROS ACET.D/MONOALC.ACICL.SAT.C/8 AT.CARB.;01/01/2016;;KG
29153941;29;ACETATO DE DECILA;01/01/2016;;KG
29153942;29;ACETATO DE HEXENILA;01/01/2016;;KG
29153951;29;ACETATO DE BENZESTROL;01/01/2016;;KG
29153952;29;ACETATO DE DIENOESTROL;01/01/2016;;KG
29153953;29;ACETATO DE HEXESTROL;01/01/2016;;KG
29153954;29;ACETATO DE MESTILBOL;01/01/2016;;KG
29153955;29;ACETATO DE ESTILBESTROL;01/01/2016;;KG
29153961;29;ACETATO DE TRICLORO-ALFA-FENILETILA;01/01/2016;;KG
29153962;29;ACETATO DE TRICLOROMETILFENILCARBINILA;01/01/2016;;KG
29153963;29;DIACETATO DE ETILENOGLICOL;01/01/2016;;KG
29153991;29;ACETATO DE 2-TER-BUTILCICLOEXILA;01/01/2016;;KG
29153992;29;ACETATO DE BORNILA;01/01/2016;;KG
29153993;29;ACETATO DE DIMETILBENZILCARBINILA;01/01/2016;;KG
29153994;29;BIS(P-ACETOXIFENIL)CICLOEXILIDENOM.(CICLOFENIL);01/01/2016;;KG
29153999;29;OUTROS ÉSTERES DO ÁCIDO ACÉTICO;01/01/2016;;KG
29154010;29;ÁCIDO MONOCLOROACÉTICO;01/01/2016;;KG
29154020;29;MONOCLOROACETATO DE SÓDIO;01/01/2016;;KG
29154090;29;OUTS.ÁCIDOS CLOROACÉTICOS, SAIS E ÉSTERES;01/01/2016;;KG
29155010;29;ÁCIDO PROPIÔNICO;01/01/2016;;KG
29155020;29;SAIS DO ÁCIDO PROPIÔNICO;01/01/2016;;KG
29155030;29;ÉSTERES DO ÁCIDO PROPIÔNICO;01/01/2016;;KG
29156011;29;ÁCIDOS BUTANÓICOS E SEUS SAIS;01/01/2016;;KG
29156012;29;BUTANOATO DE ETILA;01/01/2016;;KG
29156019;29;OUTROS ÉSTERES DO ÁCIDO BUTANÓICO;01/01/2016;;KG
29156021;29;ÁCIDO PIVÁLICO;01/01/2016;;KG
29156029;29;OUTS. ÁCIDOS PENTANÓICOS,SEUS SAIS/ÉSTERES;01/01/2016;;KG
29157011;29;ÁCIDO PALMÍTICO;01/01/2016;;KG
29157019;29;SAIS E ESTERES DO ÁCIDO PALMÍTICO;01/01/2016;;KG
29157020;29;ÁCIDO ESTEÁRICO;01/01/2016;;KG
29157031;29;SAIS DE ZINCO DO ÁCIDO ESTEÁRICO;01/01/2016;;KG
29157039;29;OUTROS SAIS DO ÁCIDO ESTEÁRICO;01/01/2016;;KG
29157040;29;ÉSTERES DO ÁCIDO ESTEÁRICO;01/01/2016;;KG
29159010;29;CLORETO DE CLOROACETILA;01/01/2016;;KG
29159021;29;ÁCIDO 2-ETILEXANÓICO (ÁCIDO 2-ETILEXÓICO);01/01/2016;;KG
29159022;29;2-ETILEXANOATO DE ESTANHO II;01/01/2016;;KG
29159023;29;DI(2-ETILEXANOATO) DE TRIETILENOGLICOL;01/01/2016;;KG
29159024;29;CLORETO DE 2-ETILEXANOILA;01/01/2016;;KG
29159029;29;OUTS. SAIS, ÉSTERES DO ÁCIDO 2-ETILEXANÓICO;01/01/2016;;KG
